player_name,position,player_id,partidos,titularidades,rating_prom,rating_max,minutos_total,minutos_prom,goles,asistencias,xG_total,tiros_arco,tiros_fuera,tiros_totales,pase_pct_prom,pases_precisos_total,pases_totales_total,duelos_ganados,duelos_totales,duelos_pct_prom,recuperaciones,dribbles,centros,intercepciones,entradas_total,entradas_ganadas,amarillas,rojas,g_a_per90_prom,passes_per90_prom,recoveries_per90_prom,duelos_aereos_ganados,duelos_aereos_total,duelos_aereos_pct,faltas_cometidas,faltas_recibidas,grandes_ocasiones_falladas,grandes_ocasiones_creadas,palos,despejes,regates_intentados,regates_ganados,toques_malos,fueras_juego,atajadas,contribuciones_gol,position_group,foto_url,team
Dean Huijsen,D,1176744,5,4,"7,5","8,2","360,0","90,0",0,0,0,0,2,"2,0","89,15","292,0","326,0","11,0","21,0","56,25","15,0","56,0","0,0","6,0","6,0","4,0",0,0,"0,0","73,0","3,75","4,0","9,0","47,92","5,0","0,0","0,0","1,0","0,0","20,0","2,0","1,0","1,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1176744/image,España
Aymeric Laporte,D,149734,6,5,"7,48","7,8","405,0","81,0",0,0,0,1,0,"2,0","97,12","505,0","519,0","12,0","18,0","68,75","13,0","87,0","1,0","4,0","4,0","3,0",0,0,"0,0","113,4","2,8","5,0","9,0","66,65","1,0","3,0","0,0","0,0","0,0","9,0","0,0","0,0","3,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/149734/image,España
Pedro Porro,D,913654,10,8,"7,44","9,1","615,0","76,88",0,1,0,0,4,"7,0","85,84","370,0","426,0","32,0","55,0","59,38","27,0","37,0","42,0","7,0","21,0","14,0",0,0,"0,12","54,81","3,89","5,0","10,0","44,45","8,0","3,0","0,0","7,0","1,0","12,0","7,0","3,0","4,0","0,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/913654/image,España
Alejandro Grimaldo,M,177177,9,3,"7,4","8,0","225,0","75,0",0,1,0,1,1,"3,0","91,9","152,0","163,0","8,0","15,0","69,43","9,0","40,0","28,0","2,0","4,0","1,0",0,0,"0,33","59,0","3,33","2,0","3,0","50,0","0,0","2,0","0,0","1,0","1,0","0,0","2,0","0,0","3,0","1,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/177177/image,España
Nico Williams,M,1085400,3,3,"7,37","8,4","179,0","59,67",1,2,0,6,2,"10,0","85,63","65,0","73,0","2,0","9,0","16,67","10,0","0,0","1,0","0,0","0,0","0,0",0,0,"1,62","31,3","5,0","0,0","1,0","0,0","3,0","1,0","3,0","2,0","0,0","0,0","1,0","1,0","5,0","0,0","0,0",3,MID,https://api.sofascore.app/api/v1/player/1085400/image,España
Cristhian Mosquera,D,1144630,2,1,"7,35","8,0","100,0","50,0",0,0,0,0,1,"1,0","91,9","107,0","110,0","4,0","4,0","100,0","4,0","64,0","0,0","1,0","0,0","0,0",0,0,"0,0","77,5","6,0","3,0","3,0","100,0","0,0","2,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1144630/image,España
Marc Cucurella,D,794939,9,7,"7,3","8,0","630,0","90,0",1,1,0,1,0,"2,0","90,13","388,0","425,0","20,0","43,0","42,07","27,0","19,0","6,0","7,0","9,0","3,0",0,0,"0,29","55,43","3,86","6,0","11,0","54,17","9,0","5,0","0,0","2,0","0,0","15,0","0,0","0,0","4,0","1,0","0,0",2,DEF,https://api.sofascore.app/api/v1/player/794939/image,España
Martín Zubimendi,M,966837,8,6,"7,3","8,0","472,0","67,43",1,1,0,1,4,"7,0","95,24","420,0","445,0","17,0","27,0","68,05","18,0","6,0","2,0","4,0","8,0","5,0",0,0,"0,35","83,44","3,24","7,0","7,0","100,0","3,0","1,0","1,0","2,0","0,0","8,0","1,0","1,0","2,0","1,0","0,0",2,MID,https://api.sofascore.app/api/v1/player/966837/image,España
Robin Le Normand,D,787751,5,5,"7,28","8,2","373,0","74,6",0,2,0,1,1,"2,0","96,52","308,0","315,0","17,0","30,0","61,1","17,0","0,0","0,0","1,0","4,0","2,0",0,0,"0,45","74,8","4,42","9,0","16,0","60,82","4,0","3,0","0,0","2,0","0,0","11,0","3,0","1,0","1,0","0,0","0,0",2,DEF,https://api.sofascore.app/api/v1/player/787751/image,España
Pau Cubarsí,D,1402913,10,4,"7,26","7,6","398,0","79,6",0,1,0,1,0,"1,0","97,32","461,0","473,0","10,0","22,0","37,42","15,0","56,0","0,0","2,0","4,0","2,0",0,0,"0,22","104,34","3,62","6,0","13,0","32,0","4,0","0,0","0,0","0,0","0,0","11,0","0,0","0,0","0,0","0,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/1402913/image,España
Victor Muñoz,F,1145642,2,0,"7,25","7,7","72,0","36,0",1,0,0,2,0,"3,0","80,4","33,0","41,0","4,0","6,0","75,0","3,0","21,0","1,0","1,0","2,0","0,0",0,0,"1,66","47,0","5,0","0,0","0,0",,"1,0","1,0","0,0","1,0","0,0","0,0","2,0","1,0","1,0","0,0","0,0",1,FWD,https://api.sofascore.app/api/v1/player/1145642/image,España
Alex Baena,M,910031,8,4,"7,23","7,7","352,0","58,67",0,0,0,5,5,"14,0","83,97","197,0","233,0","9,0","21,0","39,06","12,0","39,0","36,0","1,0","3,0","1,0",0,0,"0,0","54,65","2,67","0,0","2,0","0,0","3,0","3,0","0,0","3,0","2,0","3,0","5,0","3,0","5,0","2,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/910031/image,España
Eric García,D,876214,1,0,"7,2","7,2","45,0","45,0",0,0,0,0,0,"0,0","98,3","57,0","58,0","0,0","1,0","0,0","0,0","31,0","0,0","0,0","0,0","0,0",0,0,"0,0","114,0","0,0","0,0","0,0",,"1,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/876214/image,España
Ander Barrenetxea,M,966862,2,1,"7,2","7,2","73,0","73,0",0,0,0,0,1,"1,0","87,1","27,0","31,0","5,0","6,0","83,3","6,0","17,0","3,0","1,0","0,0","0,0",0,0,"0,0","33,3","7,4","1,0","1,0","100,0","1,0","0,0","0,0","1,0","0,0","0,0","4,0","4,0","1,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/966862/image,España
Marc Pubill,D,1094106,1,0,"7,2","7,2","31,0","31,0",0,0,0,0,0,"0,0","95,2","40,0","42,0","2,0","2,0","100,0","3,0","19,0","0,0","0,0","1,0","1,0",0,0,"0,0","116,1","8,7","1,0","1,0","100,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1094106/image,España
Pablo Gavi,M,1103693,2,1,"7,1","7,1","60,0","30,0",0,0,0,0,0,"0,0","87,5","35,0","40,0","10,0","16,0","62,5","6,0","21,0","0,0","1,0","2,0","1,0",0,0,"0,0","26,7","4,6","0,0","1,0","0,0","3,0","2,0","0,0","0,0","0,0","0,0","7,0","6,0","1,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1103693/image,España
Beñat Turrientes,M,980410,1,0,"7,1","7,1","31,0","31,0",0,0,0,0,0,"0,0","96,2","25,0","26,0","2,0","3,0","66,7","2,0","9,0","0,0","0,0","1,0","0,0",0,0,"0,0","72,6","5,8","1,0","1,0","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/980410/image,España
Unai Simón,G,797291,10,8,"7,1","7,4","720,0","90,0",0,0,0,0,0,"0,0","90,22","150,0","171,0","2,0","2,0","100,0","60,0","15,0","0,0","0,0","0,0","0,0",0,0,"0,0","18,75","7,5","1,0","1,0","100,0","0,0","1,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","18,0",0,GK,https://api.sofascore.app/api/v1/player/797291/image,España
Aleix García,M,796047,6,1,"7,07","7,2","126,0","42,0",0,0,0,0,1,"1,0","94,27","160,0","171,0","3,0","8,0","16,67","4,0","0,0","7,0","1,0","0,0","0,0",0,0,"0,0","174,1","4,33","3,0","4,0","75,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/796047/image,España
Marcos Llorente,D,353138,7,2,"7,05","7,3","240,0","60,0",0,0,0,0,0,"0,0","92,4","195,0","206,0","8,0","10,0","80,57","14,0","33,0","6,0","0,0","6,0","5,0",0,0,"0,0","80,5","5,75","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","2,0","2,0","1,0","1,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/353138/image,España
Rodri,M,827606,4,1,"6,98","7,4","167,0","41,75",0,0,0,1,2,"3,0","90,42","207,0","227,0","11,0","24,0","41,68","14,0","56,0","0,0","4,0","6,0","3,0",0,0,"0,0","110,9","7,48","3,0","7,0","41,65","6,0","2,0","0,0","0,0","0,0","2,0","0,0","0,0","2,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/827606/image,España
Ferran Torres,F,855833,8,4,"6,97","8,0","395,0","56,43",3,2,0,10,5,"21,0","85,7","111,0","134,0","7,0","29,0","26,33","9,0","22,0","13,0","1,0","0,0","0,0",0,0,"1,36","27,57","1,9","1,0","4,0","25,0","3,0","4,0","4,0","2,0","1,0","2,0","8,0","2,0","10,0","2,0","0,0",5,FWD,https://api.sofascore.app/api/v1/player/855833/image,España
Fermín López,M,1153270,7,1,"6,96","7,5","156,0","31,2",0,1,0,2,0,"5,0","89,52","92,0","101,0","17,0","26,0","65,62","4,0","23,0","3,0","1,0","4,0","1,0",0,0,"0,4","52,24","2,56","0,0","0,0",,"4,0","5,0","1,0","0,0","0,0","1,0","12,0","8,0","2,0","1,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/1153270/image,España
Pablo Barrios,M,1142588,4,0,"6,9","7,0","65,0","21,67",0,0,0,0,1,"2,0","94,9","77,0","81,0","4,0","9,0","45,0","7,0","0,0","0,0","0,0","3,0","2,0",0,0,"0,0","118,0","9,6","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1142588/image,España
Yéremy Pino,F,984624,8,2,"6,9","7,7","238,0","34,0",1,0,0,3,3,"11,0","84,33","126,0","151,0","13,0","33,0","38,43","12,0","23,0","6,0","4,0","11,0","7,0",0,0,"0,2","49,24","3,51","0,0","2,0","0,0","4,0","1,0","2,0","2,0","0,0","0,0","6,0","1,0","9,0","4,0","0,0",1,FWD,https://api.sofascore.app/api/v1/player/984624/image,España
Fabián Ruiz,M,784655,3,2,"6,87","7,6","171,0","57,0",0,1,0,1,0,"3,0","93,23","130,0","140,0","4,0","9,0","46,67","7,0","0,0","4,0","1,0","2,0","0,0",0,0,"0,48","64,6","3,97","1,0","1,0","100,0","2,0","1,0","1,0","1,0","0,0","2,0","1,0","0,0","3,0","0,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/784655/image,España
Marc Bernal,M,1526618,1,1,"6,8","6,8","59,0","59,0",0,0,0,0,0,"0,0","79,5","31,0","39,0","6,0","7,0","85,7","5,0","11,0","0,0","2,0","4,0","4,0",0,0,"0,0","47,3","7,6","2,0","2,0","100,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1526618/image,España
Sergio Gómez,D,855835,1,0,"6,8","6,8","45,0","45,0",0,0,0,0,0,"0,0","93,9","31,0","33,0","1,0","1,0","100,0","3,0","8,0","2,0","0,0","1,0","1,0",0,0,"0,0","62,0","6,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/855835/image,España
Jon Martin,D,1466116,1,1,"6,8","6,8","59,0","59,0",0,0,0,0,1,"1,0","96,2","77,0","80,0","2,0","3,0","66,7","4,0","38,0","0,0","1,0","1,0","1,0",0,0,"0,0","117,5","6,1","1,0","2,0","50,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1466116/image,España
Jesús Rodriguez,M,1800245,4,0,"6,75","6,9","56,0","28,0",0,0,0,0,1,"1,0","88,65","29,0","33,0","4,0","5,0","80,0","2,0","13,0","3,0","0,0","1,0","1,0",0,0,"0,0","59,9","2,0","0,0","0,0",,"0,0","1,0","0,0","0,0","0,0","1,0","3,0","2,0","4,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1800245/image,España
Dani Olmo,M,789071,8,3,"6,72","7,9","254,0","42,33",1,1,0,6,1,"9,0","89,25","137,0","154,0","5,0","23,0","34,33","12,0","36,0","3,0","0,0","1,0","0,0",0,0,"0,54","45,97","4,18","0,0","1,0","0,0","4,0","3,0","2,0","2,0","0,0","0,0","7,0","1,0","6,0","0,0","0,0",2,MID,https://api.sofascore.app/api/v1/player/789071/image,España
Jorge de Frutos,F,900003,3,0,"6,7","6,7","22,0","22,0",0,0,0,0,0,"0,0","100,0","8,0","8,0","0,0","0,0",,"1,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","32,7","4,1","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/900003/image,España
David Raya,G,581310,9,1,"6,7","6,7","62,0","62,0",0,0,0,0,0,"0,0","90,9","10,0","11,0","0,0","0,0",,"3,0","2,0","0,0","0,0","0,0","0,0",0,0,"0,0","14,5","4,4","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0",0,GK,https://api.sofascore.app/api/v1/player/581310/image,España
Dani Carvajal,D,138572,2,0,"6,7","6,7","28,0","28,0",0,0,0,0,0,"0,0","100,0","25,0","25,0","1,0","2,0","50,0","3,0","0,0","2,0","0,0","0,0","0,0",0,0,"0,0","80,4","9,6","0,0","0,0",,"0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/138572/image,España
Javier Guerra,M,1122610,1,0,"6,7","6,7","31,0","31,0",0,0,0,0,0,"0,0","89,5","17,0","19,0","4,0","7,0","57,1","3,0","11,0","0,0","0,0","2,0","0,0",0,0,"0,0","49,4","8,7","0,0","0,0",,"2,0","0,0","0,0","0,0","0,0","0,0","2,0","2,0","2,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1122610/image,España
Javi Rodríguez,D,1526627,1,0,"6,7","6,7","17,0","17,0",0,0,0,0,0,"0,0","84,2","16,0","19,0","0,0","0,0",,"2,0","5,0","0,0","0,0","0,0","0,0",0,0,"0,0","84,7","10,6","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1526627/image,España
Pablo Fornals,M,816763,4,1,"6,6","6,7","105,0","35,0",0,0,0,0,0,"1,0","88,03","73,0","82,0","1,0","9,0","10,0","4,0","30,0","1,0","1,0","1,0","0,0",0,0,"0,0","56,67","4,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/816763/image,España
Leo Román,G,1131909,1,0,"6,5","6,5","17,0","17,0",0,0,0,0,0,"0,0","100,0","4,0","4,0","0,0","0,0",,"0,0","1,0","0,0","0,0","0,0","0,0",0,0,"0,0","21,2","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,GK,https://api.sofascore.app/api/v1/player/1131909/image,España
Borja Iglesias,F,785989,7,1,"6,42","6,8","162,0","32,4",0,0,0,3,3,"7,0","69,4","27,0","38,0","1,0","3,0","33,33","5,0","10,0","1,0","0,0","0,0","0,0",0,0,"0,0","14,16","2,48","0,0","1,0","0,0","0,0","1,0","3,0","0,0","0,0","1,0","0,0","0,0","1,0","2,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/785989/image,España
Álvaro Morata,F,125407,3,0,"6,4","6,4","17,0","17,0",0,0,0,0,0,"0,0","75,0","3,0","4,0","0,0","2,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","15,9","5,3","0,0","0,0",,"1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","2,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/125407/image,España
Carlos Soler,M,832427,2,1,"6,4","6,4","45,0","45,0",0,0,0,0,0,"0,0","90,0","36,0","40,0","0,0","4,0","0,0","4,0","14,0","2,0","0,0","0,0","0,0",0,0,"0,0","72,0","8,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/832427/image,España
Samu Aghehowa,F,1503836,4,1,"6,2","6,4","86,0","28,67",0,0,0,3,2,"7,0","75,47","12,0","16,0","4,0","12,0","47,23","2,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","15,77","2,13","3,0","5,0","66,67","2,0","1,0","4,0","0,0","0,0","0,0","1,0","0,0","1,0","1,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/1503836/image,España
Gonzalo García,F,1402716,1,0,"6,1","6,1","45,0","45,0",0,0,0,0,1,"1,0","75,0","3,0","4,0","1,0","3,0","33,3","2,0","3,0","0,0","1,0","1,0","1,0",0,0,"0,0","6,0","4,0","0,0","0,0",,"0,0","0,0","1,0","0,0","0,0","1,0","2,0","0,0","1,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/1402716/image,España
Joan García,G,930267,2,1,"6,1","6,6","101,0","50,5",0,0,0,0,0,"0,0","100,0","31,0","31,0","0,0","0,0",,"6,0","12,0","0,0","0,0","0,0","0,0",0,0,"0,0","24,1","5,65","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0",0,GK,https://api.sofascore.app/api/v1/player/930267/image,España
Dani Vivian,D,910978,5,0,"6,0","6,6","32,0","16,0",0,0,0,0,0,"0,0","94,4","17,0","18,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","40,25","0,0","0,0","0,0",,"1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/910978/image,España
Isco,M,103417,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/103417/image,España
Álex Remiro,G,791773,9,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,GK,https://api.sofascore.app/api/v1/player/791773/image,España
Óscar Mingueza,M,859773,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/859773/image,España
Victor Guzmán,D,1002375,3,1,"7,6","7,6","90,0","90,0",0,0,0,0,1,"1,0","94,2","81,0","86,0","6,0","6,0","100,0","3,0","29,0","0,0","1,0","2,0","2,0",0,0,"0,0","81,0","3,0","3,0","3,0","100,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","1,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1002375/image,México
Carlos Acevedo,G,840519,10,0,"7,5","7,5","45,0","45,0",0,0,0,0,0,"0,0","81,8","9,0","11,0","0,0","0,0",,"4,0","2,0","0,0","0,0","0,0","0,0",0,0,"0,0","18,0","8,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0",0,GK,https://api.sofascore.app/api/v1/player/840519/image,México
Luis Malagón,G,830240,5,1,"7,5","7,5","90,0","90,0",0,0,0,0,0,"0,0","91,4","32,0","35,0","1,0","1,0","100,0","12,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","32,0","12,0","1,0","1,0","100,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","5,0",0,GK,https://api.sofascore.app/api/v1/player/830240/image,México
Bryan González,D,1002384,2,1,"7,5","7,5","85,0","85,0",0,0,0,0,0,"0,0","89,1","41,0","46,0","7,0","11,0","63,6","2,0","9,0","6,0","1,0","2,0","2,0",0,0,"0,0","43,4","2,1","3,0","4,0","75,0","1,0","2,0","0,0","1,0","0,0","1,0","0,0","0,0","5,0","1,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1002384/image,México
Brian Gutiérrez,M,1023088,8,6,"7,3","8,1","421,0","60,14",2,1,0,6,4,"18,0","85,86","157,0","176,0","21,0","34,0","60,36","14,0","55,0","22,0","0,0","7,0","6,0",0,0,"0,55","33,36","3,37","4,0","4,0","100,0","6,0","2,0","4,0","2,0","0,0","1,0","10,0","8,0","4,0","1,0","0,0",3,MID,https://api.sofascore.app/api/v1/player/1023088/image,México
Johan Vásquez,D,889785,6,5,"7,3","8,0","447,0","74,5",2,0,0,3,0,"4,0","91,35","343,0","371,0","25,0","39,0","59,77","19,0","102,0","1,0","8,0","8,0","6,0",0,0,"0,41","74,77","4,42","10,0","14,0","68,34","7,0","7,0","0,0","0,0","0,0","10,0","0,0","0,0","0,0","0,0","0,0",2,DEF,https://api.sofascore.app/api/v1/player/889785/image,México
Richard Ledezma,M,985176,5,2,"7,23","7,7","186,0","62,0",1,0,0,1,0,"2,0","66,97","84,0","97,0","7,0","13,0","58,77","6,0","20,0","8,0","0,0","2,0","1,0",0,0,"0,45","32,43","2,9","3,0","5,0","50,0","2,0","2,0","0,0","2,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/985176/image,México
Luis Chávez,M,757770,3,1,"7,13","7,6","119,0","39,67",1,0,0,1,3,"6,0","87,53","75,0","84,0","4,0","9,0","33,33","5,0","34,0","6,0","0,0","2,0","2,0",0,0,"0,97","55,47","4,1","1,0","4,0","33,33","0,0","1,0","0,0","1,0","0,0","3,0","1,0","0,0","1,0","0,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/757770/image,México
Israel Reyes,D,989236,10,6,"7,1","7,6","512,0","56,89",0,0,0,1,1,"2,0","87,56","265,0","301,0","25,0","37,0","67,59","21,0","73,0","2,0","7,0","11,0","8,0",0,0,"0,0","48,1","4,33","11,0","17,0","61,43","5,0","2,0","0,0","0,0","0,0","14,0","2,0","2,0","1,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/989236/image,México
Eduardo Águila,D,1392153,3,1,"7,1","7,3","118,0","59,0",0,0,0,0,0,"0,0","95,75","106,0","114,0","6,0","9,0","81,25","3,0","35,0","0,0","1,0","2,0","2,0",0,0,"0,0","75,15","2,6","2,0","3,0","66,7","2,0","1,0","0,0","0,0","0,0","4,0","1,0","1,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1392153/image,México
Jorge Sánchez,D,832868,7,4,"7,06","7,7","307,0","61,4",1,0,0,1,0,"1,0","88,96","172,0","192,0","16,0","25,0","54,2","19,0","45,0","5,0","1,0","15,0","13,0",0,0,"0,26","53,34","5,72","0,0","2,0","0,0","4,0","1,0","0,0","0,0","0,0","4,0","0,0","0,0","2,0","0,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/832868/image,México
Everardo López,D,1199256,5,2,"7,0","7,9","192,0","64,0",0,1,0,0,0,"0,0","92,6","124,0","135,0","6,0","11,0","50,0","2,0","50,0","0,0","2,0","2,0","2,0",0,0,"0,33","41,33","0,67","4,0","6,0","58,33","1,0","0,0","0,0","1,0","0,0","5,0","0,0","0,0","1,0","0,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/1199256/image,México
Roberto Alvarado,F,865500,9,6,"6,99","7,4","439,0","54,88",0,0,0,5,2,"8,0","78,66","178,0","214,0","19,0","39,0","48,31","14,0","82,0","21,0","1,0","15,0","9,0",0,0,"0,0","36,54","3,32","1,0","2,0","50,0","3,0","3,0","0,0","2,0","0,0","2,0","6,0","0,0","8,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/865500/image,México
Raúl Rangel,G,990408,10,9,"6,97","7,6","720,0","80,0",0,0,0,0,0,"0,0","83,91","210,0","255,0","2,0","2,0","100,0","57,0","37,0","0,0","0,0","0,0","0,0",0,0,"0,0","26,56","6,78","0,0","0,0",,"0,0","2,0","0,0","0,0","0,0","8,0","0,0","0,0","0,0","0,0","12,0",0,GK,https://api.sofascore.app/api/v1/player/990408/image,México
Jesús Gallardo,D,770253,10,7,"6,97","8,9","625,0","62,5",1,0,0,1,3,"4,0","79,62","274,0","337,0","26,0","59,0","28,69","21,0","77,0","18,0","6,0","13,0","7,0",0,0,"0,1","41,9","3,05","11,0","20,0","46,25","12,0","2,0","0,0","1,0","0,0","11,0","3,0","1,0","7,0","3,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/770253/image,México
Luis Romo,D,1172773,5,3,"6,94","7,2","260,0","52,0",0,1,0,0,0,"1,0","94,18","216,0","232,0","9,0","16,0","45,34","7,0","58,0","0,0","2,0","6,0","3,0",0,0,"0,29","70,42","3,14","2,0","4,0","50,0","2,0","0,0","0,0","0,0","0,0","8,0","2,0","1,0","1,0","0,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/1172773/image,México
Orbelín Pineda,M,850404,7,3,"6,92","7,9","246,0","49,2",0,0,0,0,0,"1,0","88,94","77,0","88,0","20,0","35,0","56,78","10,0","23,0","3,0","2,0","8,0","6,0",0,0,"0,0","28,72","2,88","1,0","5,0","11,1","3,0","11,0","0,0","0,0","0,0","0,0","4,0","0,0","12,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/850404/image,México
Jesús Gómez,D,972391,2,1,"6,9","7,2","78,0","39,0",0,0,0,0,0,"0,0","93,0","57,0","60,0","1,0","3,0","33,3","2,0","27,0","0,0","1,0","1,0","1,0",0,0,"0,0","60,15","1,45","0,0","0,0",,"2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/972391/image,México
Gilberto Mora,M,1914576,5,2,"6,86","7,1","219,0","43,8",0,0,0,2,3,"7,0","95,62","84,0","88,0","15,0","26,0","65,84","11,0","27,0","5,0","2,0","2,0","2,0",0,0,"0,0","34,52","4,52","0,0","2,0","0,0","2,0","10,0","1,0","1,0","1,0","0,0","7,0","3,0","5,0","1,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1914576/image,México
Marcel Ruíz,M,942167,5,5,"6,84","7,1","337,0","67,4",0,0,0,0,3,"4,0","88,7","130,0","148,0","27,0","48,0","58,1","12,0","23,0","1,0","2,0","8,0","5,0",0,0,"0,0","35,14","3,2","2,0","8,0","33,33","10,0","17,0","1,0","0,0","0,0","3,0","0,0","0,0","4,0","1,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/942167/image,México
